vendor_disrupted,molecule,country,shipment_qty,delay_days,severity,lane_vendor_count,has_alternate,action,alternate_vendor,volume_coverage,route
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zambia,27900.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Abacavir/Lamivudine,Côte d'Ivoire,489.0,10,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Rwanda,53705.0,9,2,4,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Rwanda
SCMS from RDC,Lopinavir/Ritonavir,Burundi,200.0,26,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",1.0,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.) -> Burundi"
SCMS from RDC,Nevirapine,Tanzania,43293.0,56,4,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.624,HETERO LABS LIMITED -> Tanzania
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zambia,17801.0,25,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Lamivudine/Zidovudine,Zambia,35000.0,19,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.434,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Abacavir/Lamivudine,Zambia,18027.0,51,4,2,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.551,CIPLA LIMITED -> Zambia
SCMS from RDC,Nevirapine,"Congo, DRC",2725.0,34,3,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Lamivudine/Stavudine,Mozambique,5232.0,68,4,2,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Mozambique
SCMS from RDC,Abacavir,Zambia,5432.0,54,4,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.124,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zambia,14055.0,25,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Nevirapine,Rwanda,178258.0,42,3,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.151,HETERO LABS LIMITED -> Rwanda
SCMS from RDC,Lamivudine/Zidovudine,"Congo, DRC",800.0,19,2,2,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,"CIPLA LIMITED -> Congo, DRC"
SCMS from RDC,Lopinavir/Ritonavir,Côte d'Ivoire,10275.0,12,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.33,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lopinavir/Ritonavir,Haiti,2000.0,14,2,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Mozambique,438409.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.066,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Mozambique
SCMS from RDC,Lamivudine/Zidovudine,Côte d'Ivoire,5.0,12,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Rwanda,10000.0,17,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Rwanda
SCMS from RDC,Lamivudine/Zidovudine,Zambia,54000.0,26,3,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.282,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,"Congo, DRC",14329.0,30,3,3,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,"CIPLA LIMITED -> Congo, DRC"
SCMS from RDC,Lamivudine/Zidovudine,Côte d'Ivoire,18928.0,6,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.803,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Abacavir,Zambia,80901.0,8,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.008,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Zidovudine,Nigeria,98.0,5,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Efavirenz,Nigeria,200.0,5,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Nevirapine,Uganda,10453.0,5,1,4,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Uganda
SCMS from RDC,Zidovudine,Haiti,120.0,9,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,20000.0,29,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Uganda,200.0,12,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,1.0,CIPLA LIMITED -> Uganda
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Zimbabwe,47390.0,3,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,0.414,CIPLA LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Zidovudine,Haiti,14875.0,1,1,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Uganda,20000.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.672,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Stavudine,Haiti,168.0,7,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Lamivudine,Haiti,3840.0,13,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Uganda,31932.0,5,1,3,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.421,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Efavirenz,Côte d'Ivoire,1785.0,24,3,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0.906,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Efavirenz,Mozambique,30000.0,3,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Mozambique,30000.0,3,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,0.653,CIPLA LIMITED -> Mozambique
SCMS from RDC,Nevirapine,Haiti,53200.0,19,2,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.507,HETERO LABS LIMITED -> Haiti
SCMS from RDC,Efavirenz,Haiti,1778.0,19,2,8,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Abacavir,Côte d'Ivoire,600.0,9,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Côte d'Ivoire
SCMS from RDC,Stavudine,Côte d'Ivoire,6551.0,9,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Abacavir,Haiti,600.0,16,2,4,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> Haiti
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Côte d'Ivoire,9920.0,22,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Nevirapine,Zambia,140000.0,4,1,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.193,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Uganda,8988.0,22,3,3,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Lopinavir/Ritonavir,Ethiopia,8000.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.424,Aurobindo Pharma Limited -> Ethiopia
SCMS from RDC,Lopinavir/Ritonavir,Haiti,1320.0,37,3,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Didanosine,Côte d'Ivoire,3008.0,14,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.201,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Côte d'Ivoire,15621.0,14,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.974,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine,Côte d'Ivoire,7420.0,51,4,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Efavirenz,Côte d'Ivoire,20.0,68,4,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),1.0,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Zimbabwe,88719.0,50,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,0.221,CIPLA LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Zimbabwe,22074.0,50,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,0.888,CIPLA LIMITED -> Zimbabwe
SCMS from RDC,Efavirenz,Côte d'Ivoire,20.0,76,4,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),1.0,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Uganda,6600.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Efavirenz,Zimbabwe,4250.0,13,2,3,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Zimbabwe,69207.0,15,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,0.283,CIPLA LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zimbabwe,10114.0,15,2,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,53109.0,21,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,0.631,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Tanzania,54375.0,78,4,3,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.82,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Tanzania
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,39636.0,1,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.384,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Lopinavir/Ritonavir,Tanzania,4389.0,11,2,2,True,T1_ALT_VENDOR_SAME_LANE,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0.285,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV) -> Tanzania
SCMS from RDC,Lamivudine/Zidovudine,Haiti,18958.0,23,3,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.802,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Lopinavir/Ritonavir,Swaziland,5410.0,6,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",0.845,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.) -> Swaziland"
SCMS from RDC,Efavirenz,Zambia,72974.0,4,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.485,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Lamivudine/Stavudine,Zimbabwe,76.0,7,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Haiti,66672.0,10,2,6,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.503,HETERO LABS LIMITED -> Haiti
SCMS from RDC,Efavirenz,Burundi,27000.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Burundi
SCMS from RDC,Lamivudine/Zidovudine,Zimbabwe,3345.0,20,2,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zimbabwe
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Nigeria,149952.0,4,1,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.246,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Mozambique,97351.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.298,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Mozambique
SCMS from RDC,Efavirenz,South Sudan,66.0,6,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> South Sudan
SCMS from RDC,Lamivudine,Burundi,552.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Burundi
SCMS from RDC,Lamivudine/Zidovudine,Côte d'Ivoire,86152.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.177,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Nevirapine,Guyana,583.0,1,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Guyana
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,100000.0,14,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.152,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Côte d'Ivoire,46600.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.622,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Cameroon,70000.0,9,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.318,Aurobindo Pharma Limited -> Cameroon
SCMS from RDC,Nevirapine,Zimbabwe,23090.0,6,1,5,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Burundi,960.0,6,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Burundi
SCMS from RDC,Lopinavir/Ritonavir,Uganda,12022.0,15,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.282,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,"Congo, DRC",20697.0,165,5,3,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.794,"CIPLA LIMITED -> Congo, DRC"
SCMS from RDC,Abacavir,Uganda,2880.0,34,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Uganda
SCMS from RDC,Nevirapine,Zimbabwe,131520.0,9,2,5,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,0.563,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,21984.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.692,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Zidovudine,Guyana,1300.0,11,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Guyana
SCMS from RDC,Efavirenz,Tanzania,5117.0,4,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Tanzania
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Zambia,66205.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Abacavir,Zambia,11833.0,9,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.057,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Zidovudine,Mozambique,13290.0,62,4,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.056,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Tanzania,9301.0,56,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,1.0,CIPLA LIMITED -> Tanzania
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Tanzania,7894.0,56,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,1.0,CIPLA LIMITED -> Tanzania
SCMS from RDC,Lopinavir/Ritonavir,Burundi,27.0,7,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",1.0,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.) -> Burundi"
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Mozambique,70000.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.414,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Mozambique
SCMS from RDC,Abacavir,Tanzania,16357.0,7,1,4,True,T1_ALT_VENDOR_SAME_LANE,GLAXOSMITHKLINE EXPORT LIMITED,1.0,GLAXOSMITHKLINE EXPORT LIMITED -> Tanzania
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Uganda,52800.0,47,4,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.698,HETERO LABS LIMITED -> Uganda
SCMS from RDC,Efavirenz,Guyana,48.0,3,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Guyana
SCMS from RDC,Zidovudine,Guyana,803.0,3,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Guyana
SCMS from RDC,Lopinavir/Ritonavir,Nigeria,15826.0,2,1,2,True,T1_ALT_VENDOR_SAME_LANE,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0.079,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV) -> Nigeria
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zambia,29440.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Abacavir/Lamivudine,Côte d'Ivoire,3291.0,10,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.682,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Abacavir/Lamivudine,Côte d'Ivoire,3709.0,10,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.605,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Haiti,2581.0,12,2,6,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Haiti
SCMS from RDC,Nevirapine,Rwanda,30666.0,34,3,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.88,HETERO LABS LIMITED -> Rwanda
SCMS from RDC,Nevirapine,Zambia,6778.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Abacavir/Lamivudine,Mozambique,2555.0,9,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,1.0,CIPLA LIMITED -> Mozambique
SCMS from RDC,Efavirenz,Mozambique,20340.0,67,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Nevirapine,Tanzania,28464.0,56,4,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.948,HETERO LABS LIMITED -> Tanzania
SCMS from RDC,Abacavir,Zimbabwe,301.0,18,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Zimbabwe
SCMS from RDC,Lamivudine/Stavudine,Mozambique,26700.0,68,4,2,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,0.675,STRIDES ARCOLAB LIMITED -> Mozambique
SCMS from RDC,Tenofovir Disoproxil Fumarate,"Congo, DRC",1540.0,42,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Rwanda,2274.0,2,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Rwanda
SCMS from RDC,Efavirenz,Mozambique,6600.0,60,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Tanzania,20000.0,31,3,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Tanzania
SCMS from RDC,Lopinavir/Ritonavir,Zambia,32905.0,4,1,3,True,T1_ALT_VENDOR_SAME_LANE,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0.038,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV) -> Zambia
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,74930.0,57,4,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.447,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Zidovudine,"Congo, DRC",1090.0,24,3,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Zidovudine,Rwanda,2125.0,4,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.988,Aurobindo Pharma Limited -> Rwanda
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zambia,11536.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Abacavir,Guyana,100.0,31,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Guyana
