country,window_end,n_window,late_window,late_rate,baseline_rate,p_value,alert,z_delay
Uganda,2010-07,27,3,0.111,0.0304,4.79e-02,0,-7.04
Uganda,2010-08,23,1,0.043,0.0367,5.77e-01,0,-7.95
Uganda,2010-09,22,0,0.0,0.0395,1.00e+00,0,-11.34
Uganda,2010-10,26,7,0.269,0.0389,4.62e-05,1,-8.02
Uganda,2010-11,20,7,0.35,0.0373,5.08e-06,1,-4.99
Uganda,2010-12,21,7,0.333,0.0364,6.23e-06,1,-4.27
Uganda,2011-01,17,0,0.0,0.0601,1.00e+00,0,-8.01
Uganda,2011-02,13,1,0.077,0.059,5.47e-01,0,-9.39
Uganda,2011-03,12,6,0.5,0.0574,2.45e-05,1,0.51
Uganda,2011-04,12,8,0.667,0.0567,4.28e-08,1,2.98
Uganda,2011-05,19,13,0.684,0.0598,2.41e-12,1,5.32
Uganda,2011-06,16,8,0.5,0.0747,7.20e-06,1,2.4
Uganda,2011-07,15,7,0.467,0.0801,7.65e-05,1,0.9
Uganda,2011-08,20,7,0.35,0.0969,1.98e-03,0,-5.43
Uganda,2011-09,20,8,0.4,0.0957,3.07e-04,1,-4.22
Uganda,2011-10,18,7,0.389,0.0979,1.03e-03,0,-3.22
Uganda,2012-01,14,1,0.071,0.113,8.14e-01,0,-10.89
Uganda,2012-02,22,0,0.0,0.1153,1.00e+00,0,-17.94
Uganda,2012-03,27,0,0.0,0.114,1.00e+00,0,-20.41
Uganda,2012-04,20,0,0.0,0.1114,1.00e+00,0,-26.31
Uganda,2012-05,26,0,0.0,0.1084,1.00e+00,0,-17.36
Uganda,2012-06,25,0,0.0,0.1058,1.00e+00,0,-15.41
Uganda,2012-07,42,3,0.071,0.1055,8.34e-01,0,-47.28
Uganda,2012-08,34,3,0.088,0.1013,6.83e-01,0,-22.62
Uganda,2012-09,33,3,0.091,0.0993,6.49e-01,0,-5.1
Uganda,2012-10,41,3,0.073,0.1021,8.04e-01,0,-1.75
Uganda,2012-11,42,3,0.071,0.1002,8.06e-01,0,-1.88
Uganda,2012-12,38,3,0.079,0.0986,7.37e-01,0,-1.57
Uganda,2013-01,14,0,0.0,0.0996,1.00e+00,0,-2.74
Uganda,2013-02,29,5,0.172,0.0977,1.48e-01,0,0.05
Uganda,2013-03,47,7,0.149,0.097,1.67e-01,0,-1.71
Uganda,2013-04,59,8,0.136,0.0966,2.07e-01,0,-1.36
Uganda,2013-05,46,8,0.174,0.102,9.18e-02,0,-2.3
Uganda,2013-06,34,6,0.176,0.1017,1.26e-01,0,-0.61
Uganda,2013-07,32,6,0.188,0.1009,9.77e-02,0,-1.21
Uganda,2013-08,36,8,0.222,0.1081,3.54e-02,0,-0.03
Uganda,2013-09,42,12,0.286,0.1063,1.08e-03,0,0.65
Uganda,2013-10,39,14,0.359,0.1058,2.52e-05,1,1.23
Uganda,2013-11,48,10,0.208,0.1151,4.42e-02,0,0.4
Uganda,2013-12,43,13,0.302,0.1189,1.08e-03,0,0.24
Uganda,2014-01,40,10,0.25,0.1221,1.96e-02,0,-0.18
Uganda,2014-02,22,9,0.409,0.1222,6.74e-04,1,0.16
Uganda,2014-03,17,4,0.235,0.1313,1.75e-01,0,0.65
Uganda,2014-04,20,6,0.3,0.13,3.70e-02,0,1.03
Uganda,2014-05,17,4,0.235,0.1319,1.78e-01,0,0.68
Uganda,2014-06,24,2,0.083,0.1339,8.51e-01,0,-0.15
Uganda,2014-07,21,1,0.048,0.1351,9.53e-01,0,-0.38
Uganda,2014-08,23,1,0.043,0.1345,9.64e-01,0,-1.37
Uganda,2014-09,15,1,0.067,0.1322,8.81e-01,0,-2.55
Uganda,2014-10,15,2,0.133,0.1325,6.10e-01,0,-2.52
Uganda,2014-11,16,3,0.188,0.1315,3.53e-01,0,-0.28
Uganda,2014-12,17,5,0.294,0.1307,6.11e-02,0,-0.25
Uganda,2015-01,25,3,0.12,0.1325,6.62e-01,0,-4.55
Uganda,2015-02,27,3,0.111,0.1328,7.15e-01,0,-4.39
Uganda,2015-03,25,1,0.04,0.1346,9.73e-01,0,-4.32
Uganda,2015-04,23,1,0.043,0.132,9.62e-01,0,-0.58
Uganda,2015-05,29,2,0.069,0.132,9.11e-01,0,-1.55
Uganda,2015-06,32,2,0.062,0.1314,9.36e-01,0,-1.9
Uganda,2015-07,28,2,0.071,0.1293,8.93e-01,0,-2.14
Uganda,2015-08,17,0,0.0,0.1296,1.00e+00,0,-1.58
Ghana,2014-09,11,2,0.182,0.2121,7.12e-01,0,0.06
Ghana,2014-11,14,0,0.0,0.2195,1.00e+00,0,0.0
Ghana,2014-12,13,0,0.0,0.2045,1.00e+00,0,0.0
Ghana,2015-01,11,0,0.0,0.1957,1.00e+00,0,0.0
Cameroon,2013-12,26,2,0.077,0.1429,9.03e-01,0,-0.08
Cameroon,2014-01,13,1,0.077,0.1176,8.04e-01,0,1.14
South Sudan,2013-04,16,2,0.125,0.0312,8.77e-02,0,-2.61
South Sudan,2013-05,20,2,0.1,0.0303,1.22e-01,0,-3.51
South Sudan,2013-06,19,2,0.105,0.0278,9.66e-02,0,-3.37
South Sudan,2013-07,10,0,0.0,0.0625,1.00e+00,0,-2.83
South Sudan,2013-08,12,0,0.0,0.0566,1.00e+00,0,0.0
South Sudan,2013-09,16,0,0.0,0.0545,1.00e+00,0,0.0
South Sudan,2013-10,18,0,0.0,0.0517,1.00e+00,0,0.0
South Sudan,2013-11,14,0,0.0,0.0462,1.00e+00,0,0.0
South Sudan,2014-02,13,4,0.308,0.038,1.13e-03,0,4.15
South Sudan,2014-03,18,4,0.222,0.038,4.15e-03,0,1.12
South Sudan,2014-04,15,4,0.267,0.0366,1.77e-03,0,1.35
South Sudan,2014-10,15,4,0.267,0.0722,1.94e-02,0,4.68
South Sudan,2014-11,15,4,0.267,0.0722,1.94e-02,0,4.68
South Sudan,2014-12,12,4,0.333,0.0667,6.33e-03,0,3.32
South Sudan,2015-06,26,0,0.0,0.0909,1.00e+00,0,-1.32
South Sudan,2015-07,45,11,0.244,0.0909,1.92e-03,0,0.06
Burundi,2013-10,10,7,0.7,0.3824,4.28e-02,0,1.94
Burundi,2013-11,13,8,0.615,0.4634,2.06e-01,0,0.02
Burundi,2013-12,12,8,0.667,0.4651,1.34e-01,0,0.2
Burundi,2014-01,11,8,0.727,0.4545,6.48e-02,0,1.84
Burundi,2014-06,10,4,0.4,0.5,8.28e-01,0,9.17
Burundi,2014-07,12,4,0.333,0.5,9.27e-01,0,2.81
Burundi,2014-08,11,4,0.364,0.4915,8.75e-01,0,4.38
Burundi,2015-03,12,5,0.417,0.4359,6.60e-01,0,-2.26
Burundi,2015-04,17,5,0.294,0.4304,9.19e-01,0,-6.17
Burundi,2015-05,10,0,0.0,0.4535,1.00e+00,0,-50.61
Dominican Republic,2013-10,12,0,0.0,0.1282,1.00e+00,0,-8.37
Dominican Republic,2013-11,11,0,0.0,0.125,1.00e+00,0,-9.14
Dominican Republic,2013-12,11,0,0.0,0.125,1.00e+00,0,-9.14
"Congo, DRC",2013-02,13,0,0.0,0.1852,1.00e+00,0,0.0
"Congo, DRC",2013-03,13,0,0.0,0.1818,1.00e+00,0,0.0
"Congo, DRC",2013-04,17,1,0.059,0.1818,9.67e-01,0,0.75
"Congo, DRC",2013-08,15,10,0.667,0.1654,2.04e-05,1,58.23
"Congo, DRC",2013-09,27,10,0.37,0.1641,7.96e-03,0,32.35
"Congo, DRC",2013-10,22,9,0.409,0.1654,5.82e-03,0,39.46
"Congo, DRC",2013-11,24,0,0.0,0.2183,1.00e+00,0,-0.06
"Congo, DRC",2013-12,11,0,0.0,0.2,1.00e+00,0,-0.12
"Congo, DRC",2014-01,16,3,0.188,0.2,6.48e-01,0,10.37
"Congo, DRC",2014-02,20,18,0.9,0.1867,9.82e-12,1,91.6
"Congo, DRC",2014-03,22,18,0.818,0.1867,2.56e-10,1,83.27
"Congo, DRC",2014-04,29,15,0.517,0.1988,1.32e-04,1,631.42
"Congo, DRC",2014-05,26,1,0.038,0.2634,1.00e+00,0,-10.42
"Congo, DRC",2014-06,24,1,0.042,0.2606,9.99e-01,0,-22.57
"Congo, DRC",2014-07,12,1,0.083,0.245,9.66e-01,0,-4.1
"Congo, DRC",2014-09,36,13,0.361,0.2358,6.24e-02,0,105.73
"Congo, DRC",2014-10,42,16,0.381,0.2358,2.51e-02,0,105.81
"Congo, DRC",2014-11,50,15,0.3,0.2308,1.60e-01,0,38.73
"Congo, DRC",2014-12,26,3,0.115,0.254,9.77e-01,0,8.66
"Congo, DRC",2015-01,20,0,0.0,0.2598,1.00e+00,0,0.0
"Congo, DRC",2015-02,13,8,0.615,0.2435,4.75e-03,0,30.62
"Congo, DRC",2015-03,10,8,0.8,0.2409,3.15e-04,1,56.39
"Congo, DRC",2015-04,17,8,0.471,0.2409,3.27e-02,0,33.17
"Congo, DRC",2015-05,10,0,0.0,0.2606,1.00e+00,0,-11.52
"Congo, DRC",2015-06,10,0,0.0,0.2606,1.00e+00,0,-11.52
"Congo, DRC",2015-07,40,7,0.175,0.2543,9.14e-01,0,19.2
"Congo, DRC",2015-08,41,10,0.244,0.2517,6.05e-01,0,21.14
